;year;nomos;population_sarimax;population_sarimax_ci_lower;population_sarimax_ci_upper;births;births_sarimax_ci_lower;births_sarimax_ci_upper;deceases;deceases_ci_lower;deceases_ci_upper;weddings;weddings_ci_lower;weddings_ci_upper;gdp;gdp_ci_lower;gdp_ci_upper
1167;2009;????????;84508;84508;84508;1095;1095;1095;666;666;666;434;434;434;17152,40433;17152,40433;17152,40433
1168;2010;????????;85449;85449;85449;1084;1084;1084;700;700;700;408;408;408;16053,02036;16053,02036;16053,02036
1169;2011;????????;86284;86284;86284;938;938;938;724;724;724;427;427;427;14597,113;14597,113;14597,113
1170;2012;????????;86684;86684;86684;947;947;947;780;780;780;421;421;421;13240,99031;13240,99031;13240,99031
1171;2013;????????;86829;86829;86829;878;878;878;745;745;745;387;387;387;13047,70449;13047,70449;13047,70449
1172;2014;????????;86997;86997;86997;889;889;889;727;727;727;393;393;393;13154,90683;13154,90683;13154,90683
1173;2015;????????;87150;87150;87150;904;904;904;781;781;781;409;409;409;13379,51481;13379,51481;13379,51481
1174;2016;????????;87260;87260;87260;932;932;932;699;699;699;392;392;392;13047,36693;13047,36693;13047,36693
1175;2017;????????;87482;87482;87482;844;844;844;800;800;800;383;383;383;13187,34359;13187,34359;13187,34359
1176;2018;????????;87510;87510;87510;891;891;891;781;781;781;384;384;384;13671,91473;13671,91473;13671,91473
1177;2019;????????;87582;87582;87582;881;881;881;795;795;795;384;384;384;14324,76965;14324,76965;14324,76965
1178;2020;????????;87691;87691;87691;945;945;945;819;819;819;276;276;276;14701,87787;13949,23866;15454,51708
1179;2021;????????;87829;87829;87829;637,8973968;499,7933041;776,0014895;708,0237496;652,2345717;763,8129275;380,3702709;342,5993612;418,1411806;15092,90594;13835,19309;16350,61879
1180;2022;????????;87818,912;87511,52061;88126,30338;897,68967;754,832497;1040,546843;732,7016241;672,8101728;792,5930753;380,6821237;337,4317338;423,9325137;15587,4611;14013,56599;17161,35622
1181;2023;????????;87902,98473;87409,38416;88396,58529;891,2937747;747,8075512;1034,779998;689,3301025;629,3330758;749,3271292;381,2522144;337,3769041;425,1275246;16123,86545;14383,35295;17864,37795
1182;2024;????????;88008,22993;87335,55599;88680,90388;896,223053;748,0412087;1044,404897;696,2044629;630,5860105;761,8229153;400,2594264;344,4238819;456,0949708;16461,31445;14520,57076;18402,05814
1183;2025;????????;88111,97407;87261,37811;88962,57003;938,8990172;784,1128157;1093,685219;739,8530711;665,5200361;814,186106;384,3792197;327,8549255;440,9035139;16653,27833;14522,52669;18784,02997
1184;2026;????????;88214,67709;87186,43227;89242,9219;902,7839644;741,3282255;1064,239703;713,3362639;638,2680632;788,4044645;381,7627557;322,7210459;440,8044655;16801,0056;14560,3657;19041,64549
1185;2027;????????;88319,70487;87114,30113;89525,1086;895,8581829;728,4226197;1063,293746;754,1580269;678,4188709;829,8971828;378,789629;319,519011;438,0602471;16935,70422;14667,40476;19204,00368
1186;2028;????????;88392,6204;87011,01251;89774,22829;889,4674167;716,9221733;1062,01266;745,1746685;667,8514929;822,4978441;397,7275091;329,2502464;466,2047718;16966,1089;14695,15075;19237,06704
1187;2029;????????;88438,8589;86882,47684;89995,24096;933,4438735;756,6173023;1110,270445;755,0764455;677,334015;832,8188761;387,3211838;318,7722149;455,8701527;16892,88931;14628,55715;19157,22147
1188;2030;????????;88507,81674;86778,50563;90237,12784;909,4279454;729,0404057;1089,815485;785,3504153;707,5717867;863,1290438;383,6360411;313,5032966;453,7687857;16785,61062;14535,5582;19035,66303
1189;2002;???????;106252;106252;106252;1013;1013;1013;1146;1146;1146;723;723;723;11679,70195;11679,70195;11679,70195
1190;2003;???????;106996;106996;106996;1009;1009;1009;1096;1096;1096;720;720;720;13061,93865;13061,93865;13061,93865
1191;2004;???????;107800;107800;107800;1010;1010;1010;1092;1092;1092;661;661;661;12869,88408;12869,88408;12869,88408
1192;2005;???????;108595;108595;108595;1087;1087;1087;1158;1158;1158;650;650;650;12875,49412;12875,49412;12875,49412
1193;2006;???????;109420;109420;109420;1123;1123;1123;1156;1156;1156;650;650;650;13211,86604;13211,86604;13211,86604
1194;2007;???????;110192;110192;110192;1080;1080;1080;1155;1155;1155;614;614;614;14378,81367;14378,81367;14378,81367
1195;2008;???????;110913;110913;110913;1075;1075;1075;1169;1169;1169;615;615;615;15148,41758;15148,41758;15148,41758
1196;2009;???????;111729;111729;111729;1005;1005;1005;1132;1132;1132;577;577;577;14608,09518;14608,09518;14608,09518
1197;2010;???????;112526;112526;112526;1086;1086;1086;1198;1198;1198;505;505;505;13588,81731;13588,81731;13588,81731
1198;2011;???????;113082;113082;113082;971;971;971;1165;1165;1165;547;547;547;12212,94475;12212,94475;12212,94475
1199;2012;???????;113244;113244;113244;870;870;870;1268;1268;1268;529;529;529;11045,47051;11045,47051;11045,47051
1200;2013;???????;112956;112956;112956;862;862;862;1283;1283;1283;490;490;490;10561,11874;10561,11874;10561,11874
1201;2014;???????;112697;112697;112697;790;790;790;1283;1283;1283;478;478;478;9911,538617;9911,538617;9911,538617
1202;2015;???????;112325;112325;112325;870;870;870;1224;1224;1224;525;525;525;9775,684995;9775,684995;9775,684995
1203;2016;???????;112088;112088;112088;830;830;830;1276;1276;1276;492;492;492;10499,05692;10499,05692;10499,05692
1204;2017;???????;111731;111731;111731;791;791;791;1425;1425;1425;496;496;496;10469,37117;10469,37117;10469,37117
1205;2018;???????;111193;111193;111193;726;726;726;1296;1296;1296;489;489;489;10448,72638;10448,72638;10448,72638
1206;2019;???????;110666;110666;110666;701;701;701;1346;1346;1346;452;452;452;10516,96679;10516,96679;10516,96679
1207;2020;???????;110162;110162;110162;685;685;685;1453;1453;1453;352;352;352;10382,02124;9215,867416;11548,17506
1208;2021;???????;109447;109447;109447;656,4066368;562,3296253;750,4836484;1379,032121;1285,928678;1472,135564;430,8546067;352,9435502;508,7656632;10344,7174;8188,858508;12500,5763
1209;2022;???????;108924,1938;108551,1286;109297,259;585,4307467;464,5836449;706,2778484;1419,315411;1326,074825;1512,555997;420,3438652;324,4419508;516,2457796;10266,27802;7530,803975;13001,75207
1210;2023;???????;108455,1033;107917,2978;108992,9087;534,3011331;402,8170195;665,7852467;1434,714757;1338,521329;1530,908185;405,3267526;297,5268806;513,1266246;10175,83383;6778,816954;13572,85072
1211;2024;???????;108057,8628;107379,4132;108736,3125;485,7669911;336,9717066;634,5622756;1450,114108;1351,056184;1549,172032;392,578938;271,3910847;513,7667912;10115,08201;6223,176993;14006,98703
1212;2025;???????;107746,1368;106932,3744;108559,8993;431,5736358;272,4365521;590,7107194;1465,513463;1363,671933;1567,354992;378,6891859;245,6379025;511,7404693;10038,54088;5739,094226;14337,98754
1213;2026;???????;107528,7777;106577,8221;108479,7334;377,3555792;204,981176;549,7299824;1480,912822;1376,362116;1585,463528;365,3748954;220,340781;510,4090097;9976,83371;5322,383491;14631,28393
1214;2027;???????;107409,7278;106316,6063;108502,8493;319,1795169;136,9969009;501,362133;1496,312186;1389,12109;1603,503281;351,7714356;195,2686964;508,2741747;9920,981243;4989,563692;14852,39879
1215;2028;???????;107388,1529;106146,9513;108629,3545;259,8389261;66,61993959;453,0579126;1511,711554;1401,94389;1621,479218;338,314108;170,4544338;506,1737821;9867,424324;4701,032514;15033,81613
1216;2029;???????;107458,7875;106063,9893;108853,5858;197,3243134;-5,10505518;399,7536821;1527,110926;1414,826122;1639,395731;324,7837585;145,8021223;503,7653946;9823,060178;4463,723473;15182,39688
1217;2030;???????;107612,4618;106059,8266;109165,0969;133,0946355;-79,01095737;345,2002284;1542,510303;1427,763876;1657,25673;311,290721;121,309542;501,2719;9781,930634;4264,400448;15299,46082
1218;2002;?????;42315;42315;42315;341;341;341;520;520;520;196;196;196;10615,95069;10615,95069;10615,95069
1219;2003;?????;42489;42489;42489;347;347;347;559;559;559;249;249;249;11922,82336;11922,82336;11922,82336
1220;2004;?????;42560;42560;42560;309;309;309;522;522;522;179;179;179;13435,09982;13435,09982;13435,09982
1221;2005;?????;42578;42578;42578;367;367;367;562;562;562;240;240;240;14978,64092;14978,64092;14978,64092
1222;2006;?????;42378;42378;42378;365;365;365;494;494;494;179;179;179;16338,83001;16338,83001;16338,83001
1223;2007;?????;41959;41959;41959;376;376;376;507;507;507;204;204;204;17786,70675;17786,70675;17786,70675
1224;2008;?????;42226;42226;42226;388;388;388;500;500;500;170;170;170;19253,32775;19253,32775;19253,32775
1225;2009;?????;42551;42551;42551;353;353;353;474;474;474;209;209;209;17865,22119;17865,22119;17865,22119
1226;2010;?????;42884;42884;42884;369;369;369;413;413;413;212;212;212;16317,59282;16317,59282;16317,59282
1227;2011;?????;43192;43192;43192;341;341;341;467;467;467;202;202;202;14846,85365;14846,85365;14846,85365
1228;2012;?????;43117;43117;43117;368;368;368;543;543;543;193;193;193;13652,03114;13652,03114;13652,03114
1229;2013;?????;42813;42813;42813;369;369;369;456;456;456;184;184;184;13034,97085;13034,97085;13034,97085
1230;2014;?????;42633;42633;42633;342;342;342;532;532;532;222;222;222;13151,4343;13151,4343;13151,4343
1231;2015;?????;42356;42356;42356;323;323;323;517;517;517;229;229;229;12748,06233;12748,06233;12748,06233
1232;2016;?????;42058;42058;42058;373;373;373;546;546;546;184;184;184;12285,3231;12285,3231;12285,3231
1233;2017;?????;43523;43523;43523;331;331;331;564;564;564;183;183;183;11812,53501;11812,53501;11812,53501
1234;2018;?????;46222;46222;46222;405;405;405;529;529;529;180;180;180;11432,07837;11432,07837;11432,07837
1235;2019;?????;48238;48238;48238;405;405;405;497;497;497;193;193;193;11402,43085;11402,43085;11402,43085
1236;2020;?????;49961;49961;49961;527;527;527;522;522;522;114;114;114;11497,78367;10115,65589;12879,91146
1237;2021;?????;49845;49845;49845;506,2171777;440,9959064;571,438449;496,0020408;438,8239511;553,1801306;185,7116723;152,5230452;218,9002995;11776,68361;9307,930889;14245,43632
1238;2022;?????;53007,46147;49383,18048;56631,74246;586,9224841;513,2019023;660,6430659;490,169329;432,9168718;547,4217862;199,8089797;162,7957958;236,8221636;12167,41079;8802,833229;15531,98836
1239;2023;?????;56263,711;52639,28384;59888,13815;610,0704871;508,6266404;711,5143338;496,0608667;438,8510946;553,2706389;201,4753627;160,5225421;242,4281832;12534,08912;8418,633906;16649,54434
1240;2024;?????;56556,79168;52855,66767;60257,91569;642,3358263;523,7126883;760,9589644;490,3904248;433,1850858;547,5957638;205,3496999;163,7371238;246,9622759;12754,71925;7947,475823;17561,96268
1241;2025;?????;59764,45022;56031,5203;63497,38014;676,159294;542,8484798;809,4701083;495,7019514;435,1063699;556,2975328;193,0169975;151,3610069;234,6729882;12777,6754;7262,927904;18292,4229
1242;2026;?????;60810,13353;57048,73341;64571,53366;709,5913995;563,3261223;855,8566766;502,36587;439,7049988;565,0267411;197,329816;154,2739989;240,385633;12636,97439;6362,338278;18911,6105
1243;2027;?????;63763,94177;59982,02581;67545,85773;746,0708044;588,1518653;903,9897435;506,2222753;441,5510441;570,8935066;200,1716515;156,4333911;243,909912;12426,95441;5350,376344;19503,53247
1244;2028;?????;65250,36191;61452,77483;69047,949;783,6796887;615,1330008;952,2263765;512,4915731;445,6662888;579,3168573;203,8009941;160,0824111;247,519577;12254,05451;4378,435849;20129,67317
1245;2029;?????;68163,98499;64354,59287;71973,37712;822,6417048;644,3051877;1000,978222;516,4747408;449,0789542;583,8705274;196,781597;153,0249298;240,5382642;12190,29204;3570,158157;20810,42593
1246;2030;?????;69778,94281;65960,61439;73597,27122;861,7413934;674,3174421;1049,165345;518,0259798;450,5607418;585,4912178;196,9322429;152,4484776;241,4160082;12248,36849;2970,719399;21526,01759
1247;2002;??????;183282;183282;183282;1402;1402;1402;2243;2243;2243;880;880;880;8561,039516;8561,039516;8561,039516
1248;2003;??????;182954;182954;182954;1393;1393;1393;2307;2307;2307;879;879;879;9370,742516;9370,742516;9370,742516
1249;2004;??????;182487;182487;182487;1302;1302;1302;2251;2251;2251;720;720;720;10098,97064;10098,97064;10098,97064
1250;2005;??????;182078;182078;182078;1305;1305;1305;2309;2309;2309;771;771;771;10107,66656;10107,66656;10107,66656
1251;2006;??????;181760;181760;181760;1242;1242;1242;2360;2360;2360;748;748;748;10389,06846;10389,06846;10389,06846
1252;2007;??????;181655;181655;181655;1308;1308;1308;2504;2504;2504;809;809;809;11483,78461;11483,78461;11483,78461
1253;2008;??????;181367;181367;181367;1310;1310;1310;2447;2447;2447;707;707;707;11420,53699;11420,53699;11420,53699
1254;2009;??????;181287;181287;181287;1391;1391;1391;2414;2414;2414;738;738;738;11204,21165;11204,21165;11204,21165
1255;2010;??????;181033;181033;181033;1241;1241;1241;2614;2614;2614;697;697;697;11158,34816;11158,34816;11158,34816
1256;2011;??????;180267;180267;180267;1158;1158;1158;2461;2461;2461;630;630;630;10202,55188;10202,55188;10202,55188
1257;2012;??????;178866;178866;178866;1126;1126;1126;2804;2804;2804;668;668;668;10018,36557;10018,36557;10018,36557
1258;2013;??????;176604;176604;176604;1111;1111;1111;2567;2567;2567;606;606;606;9749,565058;9749,565058;9749,565058
1259;2014;??????;174686;174686;174686;1027;1027;1027;2630;2630;2630;640;640;640;9548,440884;9548,440884;9548,440884
1260;2015;??????;172909;172909;172909;1067;1067;1067;2882;2882;2882;616;616;616;9955,950604;9955,950604;9955,950604
1261;2016;??????;170929;170929;170929;1033;1033;1033;2724;2724;2724;552;552;552;9922,181705;9922,181705;9922,181705
1262;2017;??????;169242;169242;169242;984;984;984;2677;2677;2677;550;550;550;10044,83068;10044,83068;10044,83068
1263;2018;??????;168245;168245;168245;942;942;942;2718;2718;2718;549;549;549;10243,66089;10243,66089;10243,66089
1264;2019;??????;167374;167374;167374;869;869;869;2764;2764;2764;527;527;527;10524,97148;10524,97148;10524,97148
1265;2020;??????;166583;166583;166583;931;931;931;3218;3218;3218;459;459;459;10822,67166;10189,6433;11455,70001
1266;2021;??????;164544;164544;164544;765,7187617;667,4022159;864,0353076;2754,675922;2563,522451;2945,829393;478,9641703;392,3191459;565,6091948;11134,19451;10182,77976;12085,60925
1267;2022;??????;164297,7653;163745,0042;164850,5264;734,739097;636,3289595;833,1492345;2944,477333;2742,132323;3146,822342;464,4611564;370,8175265;558,1047863;11460,04709;10320,2838;12599,81038
1268;2023;??????;163299,7064;162469,9362;164129,4766;642,0914986;543,6863339;740,4966632;2968,551107;2766,621711;3170,480502;446,1103328;349,6285683;542,5920974;11763,28745;10346,73233;13179,84257
1269;2024;??????;162446,7962;161391,9;163501,6925;603,6347322;498,8531469;708,4163174;3060,86096;2846,096691;3275,625228;423,4414192;312,3726567;534,5101817;12038,01796;10415,58673;13660,44919
1270;2025;??????;161756,025;160517,6945;162994,3555;548,8690128;442,5061984;655,2318272;3133,887751;2896,571335;3371,204167;404,6916811;287,1676579;522,2157043;12288,09647;10556,95073;14019,24222
1271;2026;??????;161573,1039;160168,7045;162977,5032;508,7763727;402,1622697;615,3904758;2975,334146;2716,68852;3233,979772;386,5752167;260,6251077;512,5253257;12500,11819;10677,24081;14322,99558
1272;2027;??????;160917,8928;159351,297;162484,4887;449,990485;342,5161342;557,4648358;3113,737844;2846,175503;3381,300185;368,1148764;236,6333835;499,5963693;12675,34236;10801,29407;14549,39064
1273;2028;??????;159930,2666;158215,0087;161645,5244;386,9087362;277,3562975;496,4611749;3245,435036;2976,065817;3514,804255;348,030877;207,1758871;488,885867;12823,14405;10938,17456;14708,11353
1274;2029;??????;159212,5529;157366,5372;161058,5687;309,7252114;198,220894;421,2295288;3085,446892;2776,212688;3394,681096;328,9807953;181,088865;476,8727255;12944,32933;11060,45709;14828,20158
1275;2030;??????;158743,1031;156772,154;160714,0521;233,4853086;121,2657467;345,7048705;3327,482274;3013,78102;3641,183528;310,0296832;153,9790063;466,0803601;13045,17309;11170,34117;14920,005
1276;2002;????????;134033;134033;134033;1024;1024;1024;1572;1572;1572;623;623;623;10172,31532;10172,31532;10172,31532
1277;2003;????????;133305;133305;133305;1090;1090;1090;1582;1582;1582;616;616;616;11408,66735;11408,66735;11408,66735
1278;2004;????????;132838;132838;132838;1059;1059;1059;1632;1632;1632;524;524;524;12109,42624;12109,42624;12109,42624
1279;2005;????????;132445;132445;132445;1098;1098;1098;1457;1457;1457;630;630;630;12042,45455;12042,45455;12042,45455
1280;2006;????????;132393;132393;132393;1217;1217;1217;1553;1553;1553;588;588;588;12694,51883;12694,51883;12694,51883
1281;2007;????????;132664;132664;132664;1152;1152;1152;1586;1586;1586;592;592;592;13710,40558;13710,40558;13710,40558
1282;2008;????????;132887;132887;132887;1244;1244;1244;1628;1628;1628;557;557;557;13846,8342;13846,8342;13846,8342
1283;2009;????????;133286;133286;133286;1151;1151;1151;1626;1626;1626;582;582;582;13928,83563;13928,83563;13928,83563
1284;2010;????????;133577;133577;133577;1161;1161;1161;1683;1683;1683;569;569;569;12713,25106;12713,25106;12713,25106
1285;2011;????????;133794;133794;133794;1035;1035;1035;1683;1683;1683;527;527;527;11413,44635;11413,44635;11413,44635
1286;2012;????????;133551;133551;133551;867;867;867;1850;1850;1850;486;486;486;11042,05456;11042,05456;11042,05456
1287;2013;????????;132764;132764;132764;931;931;931;1664;1664;1664;498;498;498;10839,43863;10839,43863;10839,43863
1288;2014;????????;132229;132229;132229;907;907;907;1721;1721;1721;532;532;532;11086,50472;11086,50472;11086,50472
1289;2015;????????;131602;131602;131602;933;933;933;1702;1702;1702;523;523;523;10947,58025;10947,58025;10947,58025
1290;2016;????????;131030;131030;131030;877;877;877;1691;1691;1691;475;475;475;10805,92048;10805,92048;10805,92048
1291;2017;????????;130610;130610;130610;873;873;873;1786;1786;1786;469;469;469;10842,22252;10842,22252;10842,22252
1292;2018;????????;129845;129845;129845;835;835;835;1735;1735;1735;472;472;472;11135,89325;11135,89325;11135,89325
1293;2019;????????;129042;129042;129042;820;820;820;1760;1760;1760;430;430;430;11560,08057;11560,08057;11560,08057
1294;2020;????????;128285;128285;128285;824;824;824;1922;1922;1922;312;312;312;11822,12948;10739,86513;12904,39382
1295;2021;????????;127285;127285;127285;756,6763879;629,6603959;883,69238;1823,625788;1741,688324;1905,563252;415,1451424;292,3859127;537,9043721;12007,24035;9954,384015;14060,09669
1296;2022;????????;126915,6608;126587,662;127243,6596;814,1786414;636,4026406;991,9546423;1897,319519;1810,108876;1984,530163;407,725395;257,6068826;557,8439074;12192,65777;9506,228787;14879,08675
1297;2023;????????;126031,142;125539,0922;126523,1918;800,2298202;594,3837917;1006,075849;1885,841079;1797,249921;1974,432237;400,3107476;227,2339816;573,3875136;12378,37969;9187,788382;15568,97099
1298;2024;????????;125485,9086;124847,6364;126124,1807;805,6963833;567,2826826;1044,110084;1864,955863;1776,474759;1953,436966;392,9011845;199,691179;586,11119;12564,40409;8944,506178;16184,30199
1299;2025;????????;124732,4526;123994,1002;125470,805;795,6211142;534,2689998;1056,973229;1856,520553;1759,351668;1953,689438;385,4966901;174,1688307;596,8245495;12750,72896;8752,13135;16749,32657
1300;2026;????????;123955,8633;123120,9214;124790,8053;797,9939708;511,3797748;1084,608167;1905,035108;1807,427217;2002,642999;378,0972489;150,185166;606,0093319;12937,35232;8597,335016;17277,36963
1301;2027;????????;123331,6183;122409,34;124253,8965;790,4036008;483,6978153;1097,109386;1874,691356;1775,879743;1973,50297;370,7028454;127,4257575;613,9799334;13124,27218;8471,846205;17776,69816
1302;2028;????????;122439,5947;121445,4669;123433,7225;790,7945866;462,8966079;1118,692565;1959,050097;1860,210599;2057,889595;363,3134642;105,6718343;620,9550941;13311,48658;8370,106955;18252,86621
1303;2029;????????;121745,4041;120673,2608;122817,5475;784,7988297;438,7709901;1130,826669;1955,021614;1851,57404;2058,469188;355,9290897;84,76383907;627,0943404;13498,99356;8288,164751;18709,82237
1304;2030;????????;120923,9007;119788,594;122059,2073;783,9207422;419,3194135;1148,522071;2008,231141;1903,224473;2113,237809;348,5497067;64,58111214;632,5183013;13686,79118;8223,086837;19150,49552
1305;2002;?????????;163628;163628;163628;1383;1383;1383;1914;1914;1914;664;664;664;14037,37389;14037,37389;14037,37389
1306;2003;?????????;162671;162671;162671;1293;1293;1293;1864;1864;1864;744;744;744;14937,68679;14937,68679;14937,68679
1307;2004;?????????;162153;162153;162153;1394;1394;1394;1871;1871;1871;573;573;573;15404,7497;15404,7497;15404,7497
1308;2005;?????????;161798;161798;161798;1378;1378;1378;1853;1853;1853;642;642;642;16224,20208;16224,20208;16224,20208
1309;2006;?????????;161718;161718;161718;1441;1441;1441;1871;1871;1871;655;655;655;16079,33482;16079,33482;16079,33482
1310;2007;?????????;161422;161422;161422;1388;1388;1388;1846;1846;1846;649;649;649;17048,77604;17048,77604;17048,77604
1311;2008;?????????;161376;161376;161376;1488;1488;1488;1855;1855;1855;584;584;584;18073,79224;18073,79224;18073,79224
1312;2009;?????????;161531;161531;161531;1537;1537;1537;1827;1827;1827;641;641;641;17250,51979;17250,51979;17250,51979
1313;2010;?????????;162078;162078;162078;1407;1407;1407;1832;1832;1832;569;569;569;16628,76185;16628,76185;16628,76185
1314;2011;?????????;162537;162537;162537;1224;1224;1224;1926;1926;1926;582;582;582;15002,66594;15002,66594;15002,66594
1315;2012;?????????;162525;162525;162525;1118;1118;1118;1972;1972;1972;548;548;548;13967,68015;13967,68015;13967,68015
1316;2013;?????????;162041;162041;162041;1123;1123;1123;1838;1838;1838;499;499;499;12871,95404;12871,95404;12871,95404
1317;2014;?????????;161781;161781;161781;1051;1051;1051;1888;1888;1888;591;591;591;12967,67347;12967,67347;12967,67347
1318;2015;?????????;161230;161230;161230;1058;1058;1058;2047;2047;2047;558;558;558;13053,20615;13053,20615;13053,20615
1319;2016;?????????;160530;160530;160530;1085;1085;1085;1978;1978;1978;473;473;473;12856,29021;12856,29021;12856,29021
1320;2017;?????????;160278;160278;160278;972;972;972;2017;2017;2017;523;523;523;13201,73161;13201,73161;13201,73161
1321;2018;?????????;159798;159798;159798;1032;1032;1032;2036;2036;2036;503;503;503;13361,4642;13361,4642;13361,4642
1322;2019;?????????;159387;159387;159387;911;911;911;2077;2077;2077;478;478;478;13553,80042;13553,80042;13553,80042
1323;2020;?????????;158926;158926;158926;914;914;914;2097;2097;2097;356;356;356;13672,40472;12401,93807;14942,87138
1324;2021;?????????;157779;157779;157779;834,2543255;685,6905395;982,8181115;2105,170219;1990,017411;2220,323028;477,9538846;343,5408857;612,3668835;13724,84459;11695,08264;15754,60653
1325;2022;?????????;157434,4362;156951,5308;157917,3415;829,3517838;612,8159285;1045,887639;2117,107944;1977,755225;2256,460662;474,4066526;321,1627462;627,650559;13769,40557;11334,37759;16204,43356
1326;2023;?????????;156888,3596;156222,1774;157554,5418;789,9945455;526,4624531;1053,526638;2127,845807;1961,870437;2293,821177;470,1217396;301,5559847;638,6874945;13807,27145;11117,30557;16497,23733
1327;2024;?????????;156412,6604;155609,6141;157215,7067;732,3870736;426,0453495;1038,728798;2138,965798;1951,830614;2326,100981;464,7546323;283,5317129;645,9775516;13839,44814;10979,49073;16699,40554
1328;2025;?????????;155881,6702;154957,7473;156805,593;685,2222782;343,5544722;1026,890084;2149,96409;1943,330281;2356,597899;460,2442499;266,1073842;654,3811156;13866,79041;10890,11486;16843,46596
1329;2026;?????????;155308,5197;154279,3577;156337,6818;625,7395631;250,4340398;1001,045086;2161,00114;1936,703323;2385,298957;455,3825729;249,5764245;661,1887213;13890,02461;10831,83738;16948,21184
1330;2027;?????????;154779,5507;153655,611;155903,4904;572,6916648;167,7624237;977,6209059;2172,025847;1931,313423;2412,73827;450,583908;233,655135;667,512681;13909,76797;10794,04818;17025,48776
1331;2028;?????????;154141,9059;152928,4428;155355,369;510,5195231;77,0453874;943,9936588;2183,054484;1926,990536;2439,118433;445,8127179;218,2776323;673,3478034;13926,54497;10769,93384;17083,1561
1332;2029;?????????;153568,631;152274,5567;154862,7053;452,0613368;-7,46229277;911,5849664;2194,08187;1923,532153;2464,631588;441,0110879;203,3738582;678,6483175;13940,8013;10754,98958;17126,61301
1333;2030;?????????;152910,7101;151538,1867;154283,2335;386,7912606;-97,94665325;871,5291744;2205,109655;1920,812494;2489,406815;436,2240933;188,8820491;683,5661375;13952,91566;10746,18405;17159,64728
1334;2002;????????;49177;49177;49177;526;526;526;512;512;512;293;293;293;15202,72684;15202,72684;15202,72684
1335;2003;????????;49990;49990;49990;542;542;542;550;550;550;232;232;232;17298,95916;17298,95916;17298,95916
1336;2004;????????;50282;50282;50282;476;476;476;583;583;583;235;235;235;18686,90894;18686,90894;18686,90894
1337;2005;????????;50629;50629;50629;450;450;450;563;563;563;234;234;234;19431,82565;19431,82565;19431,82565
1338;2006;????????;50741;50741;50741;488;488;488;525;525;525;263;263;263;19879,59197;19879,59197;19879,59197
1339;2007;????????;50744;50744;50744;512;512;512;562;562;562;227;227;227;19420,13347;19420,13347;19420,13347
1340;2008;????????;51120;51120;51120;509;509;509;600;600;600;243;243;243;17942,40887;17942,40887;17942,40887
1341;2009;????????;51486;51486;51486;513;513;513;565;565;565;245;245;245;19240,1434;19240,1434;19240,1434
1342;2010;????????;51767;51767;51767;516;516;516;635;635;635;236;236;236;18988,2016;18988,2016;18988,2016
1343;2011;????????;51906;51906;51906;427;427;427;612;612;612;227;227;227;19278,41235;19278,41235;19278,41235
1344;2012;????????;51721;51721;51721;397;397;397;632;632;632;165;165;165;20444,80527;20444,80527;20444,80527
1345;2013;????????;51369;51369;51369;380;380;380;607;607;607;203;203;203;19282,20188;19282,20188;19282,20188
1346;2014;????????;51058;51058;51058;400;400;400;603;603;603;219;219;219;20500,31361;20500,31361;20500,31361
1347;2015;????????;50799;50799;50799;393;393;393;655;655;655;214;214;214;19016,71637;19016,71637;19016,71637
1348;2016;????????;50473;50473;50473;404;404;404;617;617;617;204;204;204;17785,72105;17785,72105;17785,72105
1349;2017;????????;50196;50196;50196;371;371;371;636;636;636;188;188;188;18601,45078;18601,45078;18601,45078
1350;2018;????????;49878;49878;49878;310;310;310;612;612;612;139;139;139;17459,63752;17459,63752;17459,63752
1351;2019;????????;49519;49519;49519;335;335;335;682;682;682;151;151;151;16134,28772;16134,28772;16134,28772
1352;2020;????????;49153;49153;49153;337;337;337;686;686;686;132;132;132;15999,27544;14369,4342;17629,11667
1353;2021;????????;48788;48788;48788;288,9819272;240,449882;337,5139723;645,8583041;604,5057183;687,2108899;194,3439664;159,6925365;228,9953962;15753,40789;13354,27323;18152,54256
1354;2022;????????;48421,89649;48130,45313;48713,33986;311,6437563;242,5131069;380,7744058;676,7803668;635,4925821;718,0681514;174,2341737;135,5671185;212,9012289;15281,53505;12247,11916;18315,95094
1355;2023;????????;48060,47098;47471,96517;48648,9768;309,5901468;227,2975749;391,8827186;681,7611155;639,5882176;723,9340135;149,0099264;108,2139714;189,8058814;15184,8168;11190,25256;19179,38104
1356;2024;????????;47717,62608;46909,9384;48525,31376;261,3723102;166,599683;356,1449375;706,3212207;664,0094731;748,6329684;137,0347712;96,22425703;177,8452854;15057,23698;10235,82917;19878,64478
1357;2025;????????;47307,98841;46295,1994;48320,77742;234,2015893;127,0548114;341,3483671;665,4506447;622,8713403;708,0299491;139,0974851;97,16067408;181,0342962;15039,1408;9396,283492;20681,99812
1358;2026;????????;46904,32483;45686,69769;48121,95198;245,4431164;128,9711066;361,9151263;682,610256;640,0035705;725,2169415;144,3639236;101,7183682;187,0094791;15022,56424;8638,686245;21406,44223
1359;2027;????????;46512,14049;45125,73673;47898,54424;219,9905324;94,93002395;345,0510409;722,2124329;673,6924718;770,732394;143,2993249;100,6604435;185,9382064;15038,97499;7959,541395;22118,40859
1360;2028;????????;46077,49404;44535,42353;47619,56456;183,729266;49,05176029;318,4067717;711,0191698;661,8329978;760,2053419;134,9461719;92,14262265;177,7497212;15059,08833;7337,263238;22780,91341
